N;0.05;0.01
1;1;1
2;1;1
3;1;1
4;1;1
5;1;1
6;0.833;1
7;0.857;0.857
8;0.75;0.875
9;0.668;0.778
10;0.7;0.8
11;0.636;0.727
12;0.583;0.667
13;0.538;0.692
14;0.571;0.643
15;0.533;0.6
16;0.5;0.625
17;0.471;0.588
18;0.5;0.556
19;0.474;0.526
20;0.45;0.55
25;0.4;0.48
30;0.37;0.43
35;0.34;0.39
