108;1.982173483;2.622120061;3.382900112;1.659085144
109;1.98196749;2.621688313;3.382031503;1.658953458
110;1.981765282;2.621264543;3.381179076;1.658824187
111;1.981566757;2.620848534;3.380342382;1.658697265
112;1.981371815;2.620440073;3.379520989;1.658572629
113;1.981180359;2.620038957;3.378714482;1.658450216
114;1.980992298;2.619644989;3.377922459;1.658329969
115;1.980807541;2.619257981;3.377144534;1.65821183
116;1.980626002;2.618877749;3.376380334;1.658095744
117;1.980447599;2.618504116;3.3756295;1.657981659
118;1.980272249;2.618136914;3.374891682;1.657869522
119;1.980099876;2.617775976;3.374166547;1.657759285
120;1.979930405;2.617421145;3.373453769;1.657650899
121;1.979763763;2.617072266;3.372753035;1.657544319
122;1.979599878;2.616729191;3.372064043;1.657439499
123;1.979438685;2.616391776;3.371386501;1.657336397
124;1.979280117;2.616059883;3.370720124;1.65723497
125;1.979124109;2.615733377;3.37006464;1.657135178
126;1.978970602;2.615412127;3.369419784;1.657036982
127;1.978819535;2.615096008;3.368785299;1.656940344
128;1.97867085;2.614784899;3.368160936;1.656845226
129;1.978524491;2.61447868;3.367546457;1.656751594
130;1.978380405;2.614177238;3.366941627;1.656659413
131;1.978238539;2.613880461;3.366346222;1.656568649
132;1.978098842;2.613588242;3.365760022;1.65647927
133;1.977961264;2.613300477;3.365182816;1.656391244
134;1.977825758;2.613017065;3.364614399;1.656304542
135;1.977692277;2.612737908;3.364054572;1.656219133
136;1.977560777;2.61246291;3.363503141;1.656134988
137;1.977431212;2.61219198;3.362959918;1.65605208
138;1.977303542;2.611925028;3.362424722;1.655970382
139;1.977177724;2.611661966;3.361897376;1.655889868
140;1.97705372;2.611402711;3.36137771;1.655810511
141;1.976931489;2.611147181;3.360865555;1.655732287
142;1.976810994;2.610895295;3.360360751;1.655655173
143;1.976692198;2.610646976;3.35986314;1.655579143
144;1.976575066;2.61040215;3.359372571;1.655504177
145;1.976459563;2.610160742;3.358888893;1.655430251
146;1.976345655;2.609922682;3.358411964;1.655357345
147;1.976233309;2.609687901;3.357941643;1.655285437
148;1.976122494;2.609456331;3.357477793;1.655214506
149;1.976013178;2.609227907;3.357020283;1.655144534
150;1.975905331;2.609002566;3.356568982;1.6550755
151;1.975798924;2.608780245;3.356123765;1.655007387
152;1.975693928;2.608560883;3.355684511;1.654940175
153;1.975590315;2.608344423;3.3552511;1.654873847
154;1.975488058;2.608130807;3.354823416;1.654808385
155;1.975387131;2.60791998;3.354401346;1.654743774
156;1.975287508;2.607711886;3.353984782;1.654679996
157;1.975189163;2.607506474;3.353573615;1.654617035
158;1.975092073;2.607303692;3.353167742;1.654554875
159;1.974996213;2.607103489;3.35276706;1.654493503
160;1.97490156;2.606905817;3.352371472;1.654432901
161;1.974808092;2.606710628;3.35198088;1.654373057
162;1.974715786;2.606517876;3.35159519;1.654313957
163;1.974624621;2.606327515;3.351214312;1.654255585
164;1.974534576;2.606139501;3.350838154;1.654197929
165;1.97444563;2.605953791;3.35046663;1.654140976
166;1.974357764;2.605770342;3.350099656;1.654084713
167;1.974270957;2.605589114;3.349737147;1.654029128
168;1.974185191;2.605410067;3.349379023;1.653974208
169;1.974100447;2.605233162;3.349025205;1.653919942
170;1.974016708;2.605058359;3.348675616;1.653866317
171;1.973933954;2.604885623;3.348330179;1.653813324
172;1.973852169;2.604714916;3.347988823;1.653760949
173;1.973771337;2.604546204;3.347651474;1.653709184
174;1.97369144;2.60437945;3.347318063;1.653658017
175;1.973612462;2.604214622;3.346988521;1.653607437
176;1.973534388;2.604051686;3.346662782;1.653557435
177;1.973457202;2.60389061;3.346340779;1.653508002
178;1.973380889;2.603731363;3.346022449;1.653459126
179;1.973305434;2.603573912;3.345707729;1.6534108
